time,position,radius,angle,hingeF,fitness,freqI2,freqI1I3,freqN3,freqHinge,actI2,actI1I3,acthinge,fitness,seaweedforce
5.464368,-0.005258,0.005000,90.000000,-161.516115,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.540351,0.807674,0.010306,0.000000
5.474376,-0.005258,0.005000,90.000000,-161.688594,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.542224,0.808332,0.010306,0.000000
5.484384,-0.005259,0.005000,90.000000,-161.860804,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.544090,0.808988,0.010306,0.000000
5.494392,-0.005260,0.005000,90.000000,-162.031766,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.545949,0.809640,0.010306,0.000000
5.504400,-0.005260,0.005000,90.000000,-162.201960,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.547800,0.810290,0.010306,0.000000
5.514408,-0.005261,0.005000,90.000000,-162.371788,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.549643,0.810938,0.010306,0.000000
5.524416,-0.005262,0.005000,90.000000,-162.540414,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.551479,0.811583,0.010306,0.000000
5.534424,-0.005263,0.005000,90.000000,-162.708653,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.553308,0.812226,0.010306,0.000000
5.544432,-0.005263,0.005000,90.000000,-162.875838,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.555129,0.812865,0.010306,0.000000
5.554440,-0.005264,0.005000,90.000000,-163.042165,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.556942,0.813503,0.010306,0.000000
5.564448,-0.005265,0.005000,90.000000,-163.208176,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.558748,0.814138,0.010306,0.000000
5.574456,-0.005265,0.005000,90.000000,-163.373058,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.560547,0.814770,0.010306,0.000000
5.584464,-0.005266,0.005000,90.000000,-163.537124,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.562339,0.815400,0.010306,0.000000
5.594472,-0.005267,0.005000,90.000000,-163.700913,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.564123,0.816027,0.010306,0.000000
5.604480,-0.005267,0.005000,90.000000,-163.863553,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.565900,0.816652,0.010306,0.000000
5.614488,-0.005268,0.005000,90.000000,-164.025394,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.567669,0.817274,0.010306,0.000000
5.624496,-0.005269,0.005000,90.000000,-164.186988,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.569432,0.817894,0.010306,0.000000
5.634504,-0.005269,0.005000,90.000000,-164.347425,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.571187,0.818512,0.010306,0.000000
5.644512,-0.005270,0.005000,90.000000,-164.507075,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.572935,0.819127,0.010306,0.000000
5.654520,-0.005271,0.005000,90.000000,-164.666503,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.574676,0.819739,0.010306,0.000000
5.664528,-0.005271,0.005000,90.000000,-164.824771,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.576410,0.820349,0.010306,0.000000
5.674536,-0.005272,0.005000,90.000000,-164.982266,0.010306,0.000000,20.000000,0.000000,20.000000,0.000000,0.578137,0.820957,0.010306,0.000000
