time	position	radius	angle	hingeF	fitness	freqI2	freqI1I3	freqN3	freqHinge	actI2	actI1I3	acthinge	fitness	seaweedforce
4.163328	-0.005098	0.005000	90.000000	-124.126961	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.492829	0.673634	0.007798	0.000000 
4.173336	-0.005099	0.005000	90.000000	-124.479025	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.494897	0.674824	0.007798	0.000000 
4.183344	-0.005101	0.005000	90.000000	-124.829697	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.496956	0.676009	0.007798	0.000000 
4.193352	-0.005102	0.005000	90.000000	-125.178517	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.499006	0.677190	0.007798	0.000000 
4.203360	-0.005104	0.005000	90.000000	-125.525321	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.501049	0.678366	0.007798	0.000000 
4.213368	-0.005105	0.005000	90.000000	-125.870694	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.503083	0.679537	0.007798	0.000000 
4.223376	-0.005107	0.005000	90.000000	-126.213926	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.505108	0.680704	0.007798	0.000000 
4.233384	-0.005108	0.005000	90.000000	-126.555882	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.507126	0.681866	0.007798	0.000000 
4.243392	-0.005110	0.005000	90.000000	-126.896042	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.509135	0.683023	0.007798	0.000000 
4.253400	-0.005111	0.005000	90.000000	-127.234175	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.511136	0.684176	0.007798	0.000000 
4.263408	-0.005113	0.005000	90.000000	-127.570981	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.513129	0.685324	0.007798	0.000000 
4.273416	-0.005114	0.005000	90.000000	-127.905905	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.515114	0.686468	0.007798	0.000000 
4.283424	-0.005116	0.005000	90.000000	-128.239148	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.517091	0.687607	0.007798	0.000000 
4.293432	-0.005117	0.005000	90.000000	-128.570885	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.519059	0.688742	0.007798	0.000000 
4.303440	-0.005119	0.005000	90.000000	-128.900628	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.521020	0.689872	0.007798	0.000000 
4.313448	-0.005120	0.005000	90.000000	-129.229107	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.522972	0.690997	0.007798	0.000000 
4.323456	-0.005121	0.005000	90.000000	-129.555713	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.524917	0.692119	0.007798	0.000000 
4.333464	-0.005123	0.005000	90.000000	-129.880759	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.526854	0.693235	0.007798	0.000000 
4.343472	-0.005124	0.005000	90.000000	-130.204306	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.528783	0.694348	0.007798	0.000000 
4.353480	-0.005126	0.005000	90.000000	-130.525922	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.530703	0.695455	0.007798	0.000000 
4.363488	-0.005127	0.005000	90.000000	-130.846305	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.532617	0.696559	0.007798	0.000000 
4.373496	-0.005128	0.005000	90.000000	-131.164677	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.534522	0.697658	0.007798	0.000000 
4.383504	-0.005130	0.005000	90.000000	-131.481927	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.536419	0.698753	0.007798	0.000000 
4.393512	-0.005131	0.005000	90.000000	-131.797501	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.538309	0.699843	0.007798	0.000000 
4.403520	-0.005132	0.005000	90.000000	-132.111250	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.540191	0.700929	0.007798	0.000000 
4.413528	-0.005134	0.005000	90.000000	-132.423756	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.542066	0.702011	0.007798	0.000000 
4.423536	-0.005135	0.005000	90.000000	-132.734352	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.543933	0.703088	0.007798	0.000000 
4.433544	-0.005136	0.005000	90.000000	-133.043814	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.545792	0.704161	0.007798	0.000000 
4.443552	-0.005138	0.005000	90.000000	-133.351306	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.547643	0.705230	0.007798	0.000000 
4.453560	-0.005139	0.005000	90.000000	-133.657756	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.549488	0.706295	0.007798	0.000000 
4.463568	-0.005140	0.005000	90.000000	-133.962583	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.551324	0.707355	0.007798	0.000000 
4.473576	-0.005142	0.005000	90.000000	-134.265656	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.553153	0.708411	0.007798	0.000000 
4.483584	-0.005143	0.005000	90.000000	-134.567535	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.554975	0.709463	0.007798	0.000000 
4.493592	-0.005144	0.005000	90.000000	-134.867584	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.556789	0.710511	0.007798	0.000000 
4.503600	-0.005146	0.005000	90.000000	-135.166537	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.558596	0.711555	0.007798	0.000000 
4.513608	-0.005147	0.005000	90.000000	-135.463612	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.560395	0.712595	0.007798	0.000000 
4.523616	-0.005148	0.005000	90.000000	-135.759669	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.562187	0.713630	0.007798	0.000000 
4.533624	-0.005149	0.005000	90.000000	-136.053807	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.563972	0.714661	0.007798	0.000000 
4.543632	-0.005151	0.005000	90.000000	-136.346999	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.565749	0.715688	0.007798	0.000000 
4.553640	-0.005152	0.005000	90.000000	-136.638621	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.567520	0.716712	0.007798	0.000000 
4.563648	-0.005153	0.005000	90.000000	-136.928596	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.569283	0.717731	0.007798	0.000000 
4.573656	-0.005154	0.005000	90.000000	-137.217422	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.571039	0.718746	0.007798	0.000000 
4.583664	-0.005156	0.005000	90.000000	-137.504525	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.572787	0.719757	0.007798	0.000000 
4.593672	-0.005157	0.005000	90.000000	-137.790566	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.574529	0.720764	0.007798	0.000000 
4.603680	-0.005158	0.005000	90.000000	-138.074851	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.576263	0.721767	0.007798	0.000000 
4.613688	-0.005159	0.005000	90.000000	-138.358136	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.577991	0.722766	0.007798	0.000000 
4.623696	-0.005161	0.005000	90.000000	-138.639640	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.579711	0.723761	0.007798	0.000000 
4.633704	-0.005162	0.005000	90.000000	-138.920198	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.581424	0.724752	0.007798	0.000000 
4.643712	-0.005163	0.005000	90.000000	-139.198954	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.583131	0.725739	0.007798	0.000000 
4.653720	-0.005164	0.005000	90.000000	-139.476812	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.584830	0.726722	0.007798	0.000000 
4.663728	-0.005165	0.005000	90.000000	-139.752856	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.586523	0.727701	0.007798	0.000000 
4.673736	-0.005166	0.005000	90.000000	-140.028043	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.588208	0.728677	0.007798	0.000000 
4.683744	-0.005168	0.005000	90.000000	-140.301405	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.589887	0.729648	0.007798	0.000000 
4.693752	-0.005169	0.005000	90.000000	-140.573950	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.591559	0.730616	0.007798	0.000000 
4.703760	-0.005170	0.005000	90.000000	-140.844850	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.593224	0.731580	0.007798	0.000000 
4.713768	-0.005171	0.005000	90.000000	-141.114593	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.594882	0.732540	0.007798	0.000000 
4.723776	-0.005172	0.005000	90.000000	-141.383003	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.596534	0.733496	0.007798	0.000000 
4.733784	-0.005173	0.005000	90.000000	-141.650032	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.598178	0.734449	0.007798	0.000000 
4.743792	-0.005175	0.005000	90.000000	-141.915904	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.599816	0.735397	0.007798	0.000000 
4.753800	-0.005176	0.005000	90.000000	-142.180324	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.601448	0.736342	0.007798	0.000000 
4.763808	-0.005177	0.005000	90.000000	-142.443662	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.603072	0.737283	0.007798	0.000000 
4.773816	-0.005178	0.005000	90.000000	-142.705527	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.604691	0.738221	0.007798	0.000000 
4.783824	-0.005179	0.005000	90.000000	-142.966345	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.606302	0.739155	0.007798	0.000000 
4.793832	-0.005180	0.005000	90.000000	-143.225697	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.607907	0.740085	0.007798	0.000000 
4.803840	-0.005181	0.005000	90.000000	-143.484013	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.609505	0.741011	0.007798	0.000000 
4.813848	-0.005182	0.005000	90.000000	-143.740889	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.611097	0.741933	0.007798	0.000000 
4.823856	-0.005183	0.005000	90.000000	-143.996715	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.612683	0.742852	0.007798	0.000000 
4.833864	-0.005185	0.005000	90.000000	-144.251158	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.614262	0.743768	0.007798	0.000000 
4.843872	-0.005186	0.005000	90.000000	-144.504484	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.615834	0.744679	0.007798	0.000000 
4.853880	-0.005187	0.005000	90.000000	-144.756558	0.007798	0.000000	20.000000	0.000000	20.000000	0.000000	0.617400	0.745587	0.007798	0.000000 
